sim_id;widths;c2c_d
sim_267;0.052,0.052,0.051,0.05,0.05,0.049,0.049,0.048,0.047,0.047,0.046,0.045,0.045,0.044,0.043,0.043,0.042,0.041,0.041,0.04,0.039,0.039,0.038,0.038,0.037,0.036,0.036,0.035,0.034,0.034,0.033,0.032,0.032,0.031,0.03,0.03,0.029,0.028,0.028,0.027,0.026,0.026,0.025,0.025,0.024,0.023,0.023,0.022,0.021,0.021,0.02,0.021,0.021,0.022,0.023,0.023,0.024,0.025,0.025,0.026,0.026,0.027,0.028,0.028,0.029,0.03,0.03,0.031,0.032,0.032,0.033,0.034,0.034,0.035,0.036,0.036,0.037,0.038,0.038,0.039,0.039,0.04,0.041,0.041,0.042,0.043,0.043,0.044,0.045,0.045,0.046,0.047,0.047,0.048,0.049,0.049,0.05,0.05,0.051,0.052,0.052;0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173
sim_268;0.036,0.037,0.038,0.039,0.041,0.042,0.043,0.045,0.046,0.048,0.05,0.051,0.053,0.055,0.057,0.06,0.062,0.064,0.067,0.069,0.072,0.075,0.078,0.081,0.084,0.087,0.09,0.093,0.096,0.099,0.102,0.105,0.108,0.111,0.113,0.116,0.119,0.121,0.124,0.126,0.128,0.13,0.132,0.134,0.135,0.136,0.137,0.138,0.139,0.139,0.139,0.139,0.139,0.138,0.137,0.136,0.135,0.134,0.132,0.13,0.128,0.126,0.124,0.121,0.119,0.116,0.113,0.111,0.108,0.105,0.102,0.099,0.096,0.093,0.09,0.087,0.084,0.081,0.078,0.075,0.072,0.069,0.067,0.064,0.062,0.06,0.057,0.055,0.053,0.051,0.05,0.048,0.046,0.045,0.043,0.042,0.041,0.039,0.038,0.037,0.036;0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278
sim_269;0.077,0.076,0.075,0.074,0.073,0.072,0.07,0.069,0.068,0.067,0.066,0.065,0.064,0.062,0.061,0.06,0.059,0.058,0.057,0.056,0.054,0.053,0.052,0.051,0.05,0.049,0.047,0.046,0.045,0.044,0.043,0.042,0.041,0.039,0.038,0.037,0.036,0.035,0.034,0.033,0.031,0.03,0.029,0.028,0.027,0.026,0.025,0.023,0.022,0.021,0.02,0.021,0.022,0.023,0.025,0.026,0.027,0.028,0.029,0.03,0.031,0.033,0.034,0.035,0.036,0.037,0.038,0.039,0.041,0.042,0.043,0.044,0.045,0.046,0.047,0.049,0.05,0.051,0.052,0.053,0.054,0.056,0.057,0.058,0.059,0.06,0.061,0.062,0.064,0.065,0.066,0.067,0.068,0.069,0.07,0.072,0.073,0.074,0.075,0.076,0.077;0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176
sim_270;0.044,0.044,0.043,0.043,0.042,0.042,0.041,0.041,0.04,0.04,0.039,0.039,0.038,0.038,0.037,0.037,0.036,0.036,0.035,0.035,0.035,0.034,0.034,0.033,0.033,0.032,0.032,0.031,0.031,0.03,0.03,0.029,0.029,0.028,0.028,0.027,0.027,0.026,0.026,0.025,0.025,0.024,0.024,0.023,0.023,0.022,0.022,0.021,0.021,0.02,0.02,0.02,0.021,0.021,0.022,0.022,0.023,0.023,0.024,0.024,0.025,0.025,0.026,0.026,0.027,0.027,0.028,0.028,0.029,0.029,0.03,0.03,0.031,0.031,0.032,0.032,0.033,0.033,0.034,0.034,0.035,0.035,0.035,0.036,0.036,0.037,0.037,0.038,0.038,0.039,0.039,0.04,0.04,0.041,0.041,0.042,0.042,0.043,0.043,0.044,0.044;0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158
sim_271;0.136,0.134,0.132,0.13,0.128,0.126,0.123,0.121,0.119,0.117,0.115,0.113,0.111,0.109,0.106,0.104,0.102,0.1,0.098,0.096,0.094,0.091,0.089,0.087,0.085,0.083,0.081,0.079,0.077,0.074,0.072,0.07,0.068,0.066,0.064,0.062,0.06,0.057,0.055,0.053,0.051,0.049,0.047,0.045,0.042,0.04,0.038,0.036,0.034,0.032,0.03,0.032,0.034,0.036,0.038,0.04,0.042,0.045,0.047,0.049,0.051,0.053,0.055,0.057,0.06,0.062,0.064,0.066,0.068,0.07,0.072,0.074,0.077,0.079,0.081,0.083,0.085,0.087,0.089,0.091,0.094,0.096,0.098,0.1,0.102,0.104,0.106,0.109,0.111,0.113,0.115,0.117,0.119,0.121,0.123,0.126,0.128,0.13,0.132,0.134,0.136;0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297
sim_272;0.105,0.104,0.102,0.1,0.099,0.097,0.095,0.094,0.092,0.091,0.089,0.087,0.086,0.084,0.082,0.081,0.079,0.078,0.076,0.074,0.073,0.071,0.069,0.068,0.066,0.064,0.063,0.061,0.06,0.058,0.056,0.055,0.053,0.051,0.05,0.048,0.046,0.045,0.043,0.042,0.04,0.038,0.037,0.035,0.033,0.032,0.03,0.029,0.027,0.025,0.024,0.025,0.027,0.029,0.03,0.032,0.033,0.035,0.037,0.038,0.04,0.042,0.043,0.045,0.046,0.048,0.05,0.051,0.053,0.055,0.056,0.058,0.06,0.061,0.063,0.064,0.066,0.068,0.069,0.071,0.073,0.074,0.076,0.078,0.079,0.081,0.082,0.084,0.086,0.087,0.089,0.091,0.092,0.094,0.095,0.097,0.099,0.1,0.102,0.104,0.105;0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236,0.236
sim_273;0.081,0.079,0.077,0.075,0.073,0.071,0.069,0.067,0.065,0.063,0.062,0.06,0.058,0.057,0.055,0.054,0.052,0.051,0.049,0.048,0.047,0.045,0.044,0.043,0.042,0.041,0.04,0.039,0.038,0.037,0.036,0.035,0.034,0.033,0.033,0.032,0.032,0.031,0.03,0.03,0.029,0.029,0.029,0.028,0.028,0.028,0.028,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.028,0.028,0.028,0.028,0.029,0.029,0.029,0.03,0.03,0.031,0.032,0.032,0.033,0.033,0.034,0.035,0.036,0.037,0.038,0.039,0.04,0.041,0.042,0.043,0.044,0.045,0.047,0.048,0.049,0.051,0.052,0.054,0.055,0.057,0.058,0.06,0.062,0.063,0.065,0.067,0.069,0.071,0.073,0.075,0.077,0.079,0.081;0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273,0.273
sim_274;0.07,0.071,0.073,0.074,0.076,0.077,0.079,0.081,0.082,0.084,0.086,0.087,0.089,0.09,0.092,0.094,0.095,0.097,0.099,0.1,0.102,0.103,0.105,0.106,0.108,0.109,0.111,0.112,0.113,0.115,0.116,0.117,0.118,0.119,0.12,0.121,0.122,0.123,0.124,0.125,0.126,0.126,0.127,0.127,0.128,0.128,0.128,0.129,0.129,0.129,0.129,0.129,0.129,0.129,0.128,0.128,0.128,0.127,0.127,0.126,0.126,0.125,0.124,0.123,0.122,0.121,0.12,0.119,0.118,0.117,0.116,0.115,0.113,0.112,0.111,0.109,0.108,0.106,0.105,0.103,0.102,0.1,0.099,0.097,0.095,0.094,0.092,0.09,0.089,0.087,0.086,0.084,0.082,0.081,0.079,0.077,0.076,0.074,0.073,0.071,0.07;0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258
sim_275;0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068;0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234
sim_276;0.048,0.047,0.047,0.046,0.045,0.044,0.044,0.043,0.042,0.041,0.041,0.04,0.04,0.039,0.038,0.038,0.037,0.037,0.036,0.036,0.035,0.035,0.034,0.034,0.033,0.033,0.032,0.032,0.032,0.031,0.031,0.031,0.03,0.03,0.03,0.029,0.029,0.029,0.029,0.029,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.029,0.029,0.029,0.029,0.029,0.03,0.03,0.03,0.031,0.031,0.031,0.032,0.032,0.032,0.033,0.033,0.034,0.034,0.035,0.035,0.036,0.036,0.037,0.037,0.038,0.038,0.039,0.04,0.04,0.041,0.041,0.042,0.043,0.044,0.044,0.045,0.046,0.047,0.047,0.048;0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276
sim_277;0.036,0.036,0.035,0.035,0.035,0.034,0.034,0.034,0.033,0.033,0.033,0.032,0.032,0.032,0.031,0.031,0.031,0.03,0.03,0.03,0.03,0.029,0.029,0.029,0.028,0.028,0.028,0.027,0.027,0.027,0.026,0.026,0.026,0.025,0.025,0.025,0.024,0.024,0.024,0.023,0.023,0.023,0.023,0.022,0.022,0.022,0.021,0.021,0.021,0.02,0.02,0.02,0.021,0.021,0.021,0.022,0.022,0.022,0.023,0.023,0.023,0.023,0.024,0.024,0.024,0.025,0.025,0.025,0.026,0.026,0.026,0.027,0.027,0.027,0.028,0.028,0.028,0.029,0.029,0.029,0.03,0.03,0.03,0.03,0.031,0.031,0.031,0.032,0.032,0.032,0.033,0.033,0.033,0.034,0.034,0.034,0.035,0.035,0.035,0.036,0.036;0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199
sim_278;0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038;0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26
sim_279;0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033;0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242
sim_280;0.066,0.065,0.064,0.063,0.063,0.062,0.061,0.06,0.059,0.058,0.057,0.057,0.056,0.055,0.054,0.053,0.052,0.051,0.05,0.05,0.049,0.048,0.047,0.046,0.045,0.044,0.043,0.043,0.042,0.041,0.04,0.039,0.038,0.037,0.037,0.036,0.035,0.034,0.033,0.032,0.031,0.03,0.03,0.029,0.028,0.027,0.026,0.025,0.024,0.023,0.023,0.023,0.024,0.025,0.026,0.027,0.028,0.029,0.03,0.03,0.031,0.032,0.033,0.034,0.035,0.036,0.037,0.037,0.038,0.039,0.04,0.041,0.042,0.043,0.043,0.044,0.045,0.046,0.047,0.048,0.049,0.05,0.05,0.051,0.052,0.053,0.054,0.055,0.056,0.057,0.057,0.058,0.059,0.06,0.061,0.062,0.063,0.063,0.064,0.065,0.066;0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226
sim_281;0.057,0.056,0.054,0.053,0.052,0.051,0.049,0.048,0.047,0.046,0.045,0.044,0.043,0.042,0.041,0.04,0.039,0.038,0.037,0.036,0.035,0.034,0.034,0.033,0.032,0.031,0.031,0.03,0.03,0.029,0.028,0.028,0.027,0.027,0.026,0.026,0.026,0.025,0.025,0.025,0.024,0.024,0.024,0.024,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.024,0.024,0.024,0.024,0.025,0.025,0.025,0.026,0.026,0.026,0.027,0.027,0.028,0.028,0.029,0.03,0.03,0.031,0.031,0.032,0.033,0.034,0.034,0.035,0.036,0.037,0.038,0.039,0.04,0.041,0.042,0.043,0.044,0.045,0.046,0.047,0.048,0.049,0.051,0.052,0.053,0.054,0.056,0.057;0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
sim_282;0.027,0.027,0.027,0.027,0.026,0.026,0.026,0.026,0.026,0.026,0.025,0.025,0.025,0.025,0.025,0.025,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.025,0.025,0.025,0.025,0.025,0.025,0.026,0.026,0.026,0.026,0.026,0.026,0.027,0.027,0.027,0.027;0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218
sim_283;0.111,0.108,0.105,0.102,0.099,0.096,0.093,0.09,0.087,0.085,0.082,0.079,0.077,0.074,0.072,0.07,0.068,0.065,0.063,0.061,0.059,0.057,0.055,0.054,0.052,0.05,0.049,0.047,0.046,0.044,0.043,0.042,0.04,0.039,0.038,0.037,0.036,0.035,0.035,0.034,0.033,0.032,0.032,0.031,0.031,0.031,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.031,0.031,0.031,0.032,0.032,0.033,0.034,0.035,0.035,0.036,0.037,0.038,0.039,0.04,0.042,0.043,0.044,0.046,0.047,0.049,0.05,0.052,0.054,0.055,0.057,0.059,0.061,0.063,0.065,0.068,0.07,0.072,0.074,0.077,0.079,0.082,0.085,0.087,0.09,0.093,0.096,0.099,0.102,0.105,0.108,0.111;0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298
